-122.3387906,39.5374557,0
-122.3389462,39.5384693,0
-122.3389864,39.5385582,0
-122.3390454,39.5386182,0
-122.3391178,39.5386658,0
-122.3392171,39.5387072,0
-122.3392949,39.5387444,0
-122.3393539,39.538794,0
-122.3393995,39.5388437,0
-122.3394129,39.5388768,0
-122.3396261,39.5391902,0
-122.339673,39.5392677,0
-122.339673,39.5392677,0
-122.3396797,39.5393225,0
-122.3396771,39.5393763,0
-122.339665,39.5394187,0
-122.3396301,39.5394756,0
-122.3395993,39.5395066,0
-122.3394477,39.5397218,0
-122.3394035,39.5397745,0
-122.3393512,39.5398097,0
-122.3392868,39.5398438,0
-122.3392144,39.5398697,0
-122.3391487,39.539879,0
-122.3390856,39.5398862,0
-122.3388335,39.5398965,0
-122.3386967,39.539911,0
-122.3386028,39.5399338,0
-122.3386028,39.5399338,0
-122.3384875,39.5399824,0
-122.3383883,39.5400372,0
-122.3382957,39.5401127,0
-122.3382407,39.5401717,0
-122.3381911,39.5402461,0
-122.3381576,39.5403206,0
-122.3381375,39.5404033,0
-122.3381442,39.5405067,0
-122.3381589,39.5405936,0
-122.3382019,39.5406743,0
-122.3382448,39.5407394,0
-122.3382998,39.5407912,0
-122.3383467,39.5408305,0
-122.3383936,39.5408656,0
-122.3383936,39.5408656,0
-122.3384768,39.5409122,0
-122.338568,39.5409494,0
-122.3386672,39.5409763,0
-122.3387933,39.5409908,0
-122.3389167,39.5409908,0
-122.3390239,39.5409825,0
-122.3391151,39.5409701,0
-122.339209,39.5409287,0
-122.3416337,39.5396732,0
-122.341733,39.5396173,0
-122.3418108,39.5395656,0
-122.3418295,39.5394953,0
-122.3418295,39.5394208,0
-122.3418295,39.5393484,0
-122.341851,39.5392595,0
-122.3418885,39.5391891,0
-122.3419476,39.5391043,0
-122.34202,39.5390195,0
-122.3421299,39.5389285,0
-122.3422211,39.5388644,0
-122.3423177,39.5387878,0
-122.3423941,39.5387092,0
-122.3424344,39.5386586,0
-122.3424679,39.5386141,0
-122.3425041,39.5385531,0
-122.3425296,39.5385065,0
-122.3425497,39.538462,0
-122.3425658,39.5384227,0
-122.3425846,39.5383679,0
-122.3425953,39.5383069,0
-122.3426047,39.5382604,0
-122.3426127,39.5382169,0
-122.3426194,39.538159,0
-122.3426194,39.538099,0
-122.3426168,39.5380504,0
-122.3426087,39.5379935,0
-122.342598,39.5379449,0
-122.3425765,39.537887,0
-122.3425591,39.5378343,0
