IMG/center_2017_03_06_21_15_27_656.jpg,,,0.07247914,0.7352967,0,0.6671922,1239.393:754.3097:29.65825,356.0383:175.2307:0.3258028
IMG/center_2017_03_06_21_15_27_729.jpg,,,0.07247914,0.7352967,0,1.160133,1239.396:754.2754:29.65945,356.0381:175.2561:0.3242944
IMG/center_2017_03_06_21_15_27_804.jpg,,,0.07247914,0.7352967,0,1.651143,1239.399:754.2237:29.66114,356.0389:175.3:0.319844
IMG/center_2017_03_06_21_15_27_876.jpg,,,0.07247914,0.7352967,0,2.017834,1239.402:754.1735:29.66276,356.0391:175.3285:0.3149431
IMG/center_2017_03_06_21_15_27_950.jpg,,,0.07247914,0.7352967,0,2.484793,1239.408:754.0914:29.66535,356.0407:175.3816:0.3138647
IMG/center_2017_03_06_21_15_28_022.jpg,,,0.07247914,0.7352967,0,3.005678,1239.414:753.991:29.66849,356.0377:175.4501:0.3154441
IMG/center_2017_03_06_21_15_28_094.jpg,,,0.07247914,0.7352967,0,3.368332,1239.419:753.9041:29.67118,356.039:175.5123:0.3127965
IMG/center_2017_03_06_21_15_28_168.jpg,,,0.07247914,0.7352967,0,3.834055,1239.427:753.7733:29.67519,356.0465:175.601:0.3044354
IMG/center_2017_03_06_21_15_28_237.jpg,,,0.07247914,0.7352967,0,4.19793,1239.434:753.6644:29.67863,356.0515:175.6851:0.3034796
IMG/center_2017_03_06_21_15_28_311.jpg,,,0.07247914,0.7352967,0,4.684844,1239.443:753.5037:29.68381,356.0504:175.8035:0.3035336
IMG/center_2017_03_06_21_15_28_383.jpg,,,0.06884375,0.6580068,0,5.155479,1239.453:753.3262:29.68956,356.0573:175.9297:0.2857182
IMG/center_2017_03_06_21_15_28_455.jpg,,,0.06884375,0.6580068,0,5.542999,1239.46:753.1815:29.69422,356.0687:176.0379:0.2579389
IMG/center_2017_03_06_21_15_28_525.jpg,,,0.06884375,0.580717,0,5.972011,1239.471:752.9733:29.70078,356.0737:176.1523:0.2204964
IMG/center_2017_03_06_21_15_28_597.jpg,,,0.06884375,0.4531959,0,6.120962,1239.479:752.8107:29.70596,356.087:176.2438:0.211908
IMG/center_2017_03_06_21_15_28_669.jpg,,,0.06884375,0.4531959,0,6.305227,1239.49:752.5882:29.713,356.1167:176.3819:0.2005785
IMG/center_2017_03_06_21_15_28_740.jpg,,,0.1090468,0.4493459,0,6.497676,1239.5:752.3588:29.72015,356.1447:176.5535:0.1807522
IMG/center_2017_03_06_21_15_28_813.jpg,,,0.1090468,0.4493459,0,6.647059,1239.506:752.1821:29.72584,356.1566:176.7187:0.1791179
IMG/center_2017_03_06_21_15_28_885.jpg,,,0.1090468,0.4493459,0,6.860155,1239.514:751.9399:29.73351,356.1609:176.9578:0.1572646
IMG/center_2017_03_06_21_15_28_957.jpg,,,0.1090468,0.4493459,0,7.026825,1239.518:751.7531:29.73926,356.1672:177.1453:0.1373643
IMG/center_2017_03_06_21_15_29_029.jpg,,,0.1090468,0.4493459,0,7.257644,1239.524:751.4969:29.74732,356.1725:177.4032:0.1115447
